Departement,Commune,Nom_AEV,No_AEV,Type_AEV_,Arrondissement,Village,Localite,Nom_Local,Indice_IRH,Hors_Parc,Ouvrage_Positif,Usage_Ouvrage,Type_Ouvrage,Type_SE,etat_ouvrage,Perennite,Propriete_Ouvrage,DateCreat,DateModif,Categorie,No_Localite,Pop_Ajustee,Annee_Actuelle,Autre_Nom,Id_Financement,Id_Programme,A_Ouvrage_Id.Entreprise,Annee_Fin,Type_Exhaure,Id_Unite_Hydro,Nom Unité hydro,Longitude,Latitude,xCoord,yCoord,Prof_Totale,Prof_Toit,Prof_Mur,Lithologie,Date_Foration,Prof_Equipee,Prof_Sup_Crep,Longueur_Crep,Prof_Inf_Crep,Geomorphologie,Date_Dvpt,Debit_Dvpt,Niv_Statique,Date_Niveau,Debit_Exploitable,Debit_Equipe,rqtListe_Pompe.Modele_Pompe,rqtListe_Pompe.Cote_Install,Date_Essai,Conductivite,Potabilite,A_Pmotor.Info_Programme,A_Pmotor.Modele_Pompe,Puissance_Pompe,Energie,A_Pmotor.Entreprise,Info_Entreprise,A_Pmotor.Cote_Install,AM_Install,Modele_Groupe,Puissance_Groupe,Puissance_Crete,Puissance_Eolienne,Vanne,Ventouse,Clapet,Anti_Belier,Compteur,Manometre,Tamis,SONEB,Etat_AEV,Expr1004,Expr1005,A_Ouvrage_Id.Info_Programme,Hauteur_Margelle,Debit_Fin_Foration
BORGOU,TCHAOUROU,,,,SANSON,BAREROU ,Kpatébou,KPATIBOU,PAR-D-0331-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-05-01-04,1752,2020,,Conseil de l'Entente,CE III,FORAG SA,2007,PMH,Soc pan,Socle panafricain ,"02°30'01.0""E","09°19'40.0""N",2.500278,9.327778,42.75,23,42.75,Granite fracturé,26-Feb-97,42.75,,,,,2/26/1997,4.5,,,2.6,1.4,VERGNET,,3/17/1997,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,SANSON,BAREROU ,Toko Bio N'Kparou,,PAR-C-0111-04,FAUX,VRAI,,F,PMH,,,,19-Apr-18,,IV,04-8-05-01-05,2416,2020,,,,,,,,,"02°26'30.3""E","09°21'18.2""N",2.44175,9.355056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,SANSON,BAREROU ,Toko Bio N'Kparou,TOKOBIO,PAR-C-0112-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,01-Jul-10,IV,04-8-05-01-05,2416,2020,,AUTRE,AUTRE,,,Treuil,,,"02°25'56.5""E","09°20'28.4""N",2.432361,9.341222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,SANSON,BAREROU ,Kaya I,KAYA I,PAR-C-0115-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,05-Feb-10,IV,04-8-05-01-02,61,2020,,AUTRE,AUTRE,,,Treuil,,,"02°24'44.0""E","09°20'27.7""N",2.412222,9.341028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,SANSON,BAREROU ,Kaya II,KAYA I,PAR-C-0116-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,01-Jul-10,IV,04-8-05-01-03,771,2020,,UNION EUROPEENNE,FED,,,Treuil,,,"02°24'37.3""E","09°20'26.4""N",2.410361,9.340667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,FED,,0,0
BORGOU,TCHAOUROU,,,,SANSON,BAREROU ,Barérou,BAREROU I,PAR-D-0328-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-05-01-01,1698,2020,,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°30'23.2""E","09°19'17.1""N",2.506444,9.321417,42.6,10.5,42.6,Migmatite altéré,05-Jan-84,42.6,,,,,,,6.2,,,,AFRIDEV,,4/23/1984,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,KIKA,TANDOU ,TANDOU PEHUNCO, EL HADJ SEFOU,PAR-D-0335-04,FAUX,VRAI,Consommation courante,F,,NE,Pérenne,Communautaire,,,IV,04-8-04-07-02,4942,2020,,DANEMARK,DANIDA,,,PMH,,,"02°53'36.2""E","09°05'03.6""N",2.893389,9.084333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,SANSON,BAREROU ,Barérou,BAREROU,PAR-B-0503-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-05-01-01,1698,2020,,DANEMARK,DANIDA,,2006,PMH,,,"02°30'25.8""E","09°19'23.6""N",2.507167,9.323222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA I,PAR-D-0344-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-04-02-01,3495,2020,,,,,,PMH,,,"02°46'57.4""E","09°17'17.9""N",2.782611,9.288305,,,,,,,,,,,,,,,,,INDIA,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KPASSA ,OKPARA KPASSA,OKPARA KPASSA,PAR-D-0250-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-04-06-01,5602,2020,Kpassa,,,,,PMH,,,"02°43'47.5""E","09°17'26.3""N",2.729861,9.290639,,,,,,,,,,,,,,,,,VERGNET,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,KIKA II CENTRE,KIKA II,PAR-D-0349-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-04-03-01,2960,2020,,Conseil de l'Entente,CE II,,1983,PMH,,,"02°44'36.0""E","09°17'19.5""N",2.743333,9.28875,,,,,,,,,,,,,,,,,VERGNET,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE II,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,KIKA II CENTRE,DONKPAGOUKPAROU,PAR-D-0238-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Dec-17,20-Feb-18,IV,04-8-04-03-01,2960,2020,,,,,2017,PMH,,,"02°44'26.8""E","09°17'23.4""N",2.740778,9.289833,54.7,,,Complexe migmatitique Nikki-Pèrèrè,,,,,,,,2.5,7.58,,,,VERGNET 4D,49,6/28/2017,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,PSDDC,0,
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,WINRA,WINRA,PAR-B-0509-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-04-03-02,1307,2020,,DANEMARK,DANIDA,,2007,PMH,,,"02°45'55.6""E","09°19'21.4""N",2.765445,9.322611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,WINRA,WINRA,PAR-A-0109-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-04-03-02,1307,2020,,BUDGET NATIONAL DU BENIN,GAIN,,2010,PMH,,,"02°00'03.1""E","09°00'03.1""N",2.000861,9.000861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,BUDGET NATIONAL DU BENIN,GAIN,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,KIKA II CENTRE,KIKA II CENTRE,PAR-A-0108-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-04-03-01,2960,2020,,,,,2010,PMH,,,"02°00'01.0""E","09°00'01.0""N",2.000278,9.000278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,KIKA II CENTRE,KIKA II CENTRE,PAR-A-0107-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-04-03-01,2960,2020,,BUDGET NATIONAL DU BENIN,GAIN,,2010,PMH,,,"02°00'00.0""E","09°00'00.0""N",2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,BUDGET NATIONAL DU BENIN,GAIN,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,Yarakinnin,PAR-D-0545-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,23-Jun-14,12-Nov-14,IV,04-8-04-02-01,3495,2020,,,,SHS,2014,PMH,,,"02°47'05.9""E","09°17'17.2""N",2.784972,9.288111,34.64,,,,,34.64,,,,,,5.418,7.9,,8.8,8.8,VERGNET,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,ALOUBOUCA,PAR-D-0533-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,03-Sep-13,,IV,04-8-04-02-01,3495,2020,,Allemagne,PADEAR GIZ,FORAG SA,2013,PMH,,,"02°54'16.9""E","09°17'38.3""N",2.904695,9.293972,82.53,,,,,82.53,,,,,,3,14.78,,,,VERGNET 4D,42,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Allemagne,PADEAR GIZ,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,CEG KIKA,PAR-D-0525-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,02-May-13,,IV,04-8-04-02-01,3495,2020,,POT COMMUN,FADEC,FORAG SA,2013,PMH,,,"02°46'29.0""E","09°17'13.8""N",2.774722,9.287167,61.61,,,,,61.61,30.41,,53.58,,,1,9.86,,,0.7,,34,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,POT COMMUN,FADEC,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA  I CENTRE (WANRAKPEROU),PAR-D-0516-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,14-Jul-12,,IV,04-8-04-02-01,3495,2020,,PAYS-BAS,PPEA,FORAG SA,2012,PMH,,,"02°59'14.6""E","09°08'21.6""N",2.987389,9.139334,43.06,,,,,43.06,,,,,,,,,,,VERGNET 4D,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KOKOBE,KOKOBE-GAH,PAR-D-0348-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-04-02-04,5828,2020,,PNUD,U/FEN1,,1984,PMH,,,"02°49'54.4""E","09°16'55.4""N",2.831778,9.282056,,,,,,,,,,,,,,,,,VERGNET,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,U/FEN1,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KOKOBE,KOKOBe-GAH,PAR-D-0347-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-04-02-04,5828,2020,,,,,,PMH,,,"02°50'10.1""E","09°16'56.8""N",2.836139,9.282444,,,,,,,,,,,,,,,,,AFRIDEV,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,KIKA II CENTRE,KIKA II,PAR-D-0352-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-04-03-01,2960,2020,,Italie,ITALIE,,,PMH,,,"02°44'38.9""E","09°17'18.1""N",2.744139,9.288362,,0,,,,46.4,,,,,,,13,,19.6,,VERGNET,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Italie,ITALIE,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KOKOBE,SINSININ ( ALADJI BELLO),PAR-D-0104-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,05-Sep-16,05-Sep-16,IV,04-8-04-02-04,5828,2020,,,,,2016,PMH,,,"02°49'40.5""E","09°22'21.8""N",2.827917,9.372723,44.83,,,,,,,,,,,1.6,21.54,,1,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,fadec non affecte,0,0
BORGOU,TCHAOUROU,,,,KIKA,KABO ,Gouroubara,GOUROUBARA,PAR-B-0514-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,,IV,04-8-04-01-02,2596,2020,,,,,2007,PMH,,,"02°59'58.1""E","09°12'24.6""N",2.999472,9.206833,,,,,,,,,,,,,,,,,AFRIDEV,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KABO ,Souanrè,,PAR-D-0100-04,FAUX,VRAI,Consommation courante,F,PMH,NE,Pérenne,Communautaire,25-Mar-16,04-May-16,IV,04-8-04-01-03,526,2020,,,,FORAG SA,2016,PMH,,,"02°58'58.0""E","09°12'15.6""N",2.982778,9.204333,42.7,,,,,42.7,29.99,,41.7,,,,9.41,,0.8,0.8,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,2.11
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA I CENTRE,PAR-B-0501-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-04-02-01,3495,2020,,SUISSE,HELVETAS,,2007,PMH,,,"02°46'50.7""E","09°17'18.4""N",2.78075,9.288445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,SUISSE,HELVETAS,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA I CENTRE,PAR-B-0510-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-04-02-01,3495,2020,,,,,2007,PMH,,,"02°46'51.1""E","09°17'19.5""N",2.780861,9.28875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA I CENTRE,PAR-B-0511-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-04-02-01,3495,2020,,,,,1988,PMH,,,"02°46'53.6""E","09°17'21.0""N",2.781556,9.289166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,YEREMARO,YEREMAROU,PAR-D-0346-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,09-Feb-10,IV,04-8-04-02-03,2052,2020,,Eglise Catholique,CARITAS,,,Treuil,,,"02°46'44.7""E","09°12'25.3""N",2.779083,9.207027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Eglise Catholique,CARITAS,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KOKOBE,Kokobè centre,PAR-D-0026-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,10-Oct-18,16-Oct-18,IV,04-8-04-02-04,5828,2020,,,,SHS. Sarl,2018,PMH,,,"02°49'54.8""E","09°16'48.9""N",2.831889,9.28025,36.71,,,Complexe migmatique Nikki-Pèrèrè,,36.71,19.07,,33.82,,,0.782,8.7,,0.7,,VERGNET 4C,29,5/27/2018,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADeC NON AFFECTE 2017,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,GAH WAROU,PAR-D-0345-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,09-Feb-10,IV,04-8-04-02-01,3495,2020,,DANEMARK,DANIDA,,,Treuil,,,"02°47'04.7""E","09°17'32.1""N",2.784639,9.29225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,Gah Warou,PAR-D-0164-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,,IV,04-8-04-02-01,3495,2020,,DANEMARK,DANIDA,CANAL-EAU,,Treuil,,,"02°46'58.0""E","09°17'27.0""N",2.782778,9.290833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KOKOBE,,PAR-D-0280-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,06-Mar-18,06-Mar-18,IV,04-8-04-02-04,5828,2020,,,,,2018,PMH,,,"02°49'40.0""E","09°16'54.1""N",2.827778,9.281694,49.72,,,,,,,,,,,1.2,8.03,,0.7,,VERGNET 4D,43,1/27/2018,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,ADECOB/PAEFE,0,
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA I,PAR-D-0339-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,09-Feb-10,IV,04-8-04-02-01,3495,2020,,Eglise Catholique,CARITAS,,,Treuil,,,"02°46'46.8""E","09°17'20.1""N",2.779667,9.288917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Eglise Catholique,CARITAS,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA I,PAR-D-0340-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,09-Feb-10,IV,04-8-04-02-01,3495,2020,,,,,,Treuil,,,"02°46'40.5""E","09°17'17.8""N",2.777917,9.288278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,KIKA I,PAR-D-0341-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,,IV,04-8-04-02-01,3495,2020,,UNION EUROPEENNE,FED,,,Treuil,,,"02°46'51.1""E","09°17'18.5""N",2.780861,9.288472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,FED,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA II ,KIKA II CENTRE,KIKA II,PAR-D-0353-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,07-Feb-10,IV,04-8-04-03-01,2960,2020,,UNION EUROPEENNE,FED,,,Treuil,,,"02°44'39.3""E","09°17'28.6""N",2.74425,9.291278,,10,,Continental terminal,,17,,,,,,,7.5,,11,,,,,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,FED,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KIKA I ,KIKA  I CENTRE,Aladji Gado,PAR-D-0011-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,10-Oct-18,16-Oct-18,IV,04-8-04-02-01,3495,2020,,,,SHS. Sarl,2018,PMH,,,"02°47'39.9""E","09°19'18.7""N",2.794417,9.321861,36.71,,,complexe migmatique Nikki-Pèrèrè,,36.71,19.05,,33.81,,,3.022,6.57,,0.7,,VERGNET 4C,28,5/27/2018,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADeC NON AFFECTE 2017,0,0
BORGOU,TCHAOUROU,,,,KIKA,KPARI ,Kpari centre,KPARI,PAR-D-0357-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-04-04-02,4925,2020,,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°53'47.9""E","09°16'27.2""N",2.896639,9.274222,39,23,39,micaschiste e gneiss fracturé,09-Feb-84,39,,,,,,,,,,,INDIA,,3/23/1984,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,SANSON,KPASSATONA ,Kpassatona,Nandiou-Gah,PAR-C-0187-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,27-Oct-10,IV,04-8-05-02-03,2063,2020,,DANEMARK,DANIDA,FORAG SA,,PMH,,,"02°21'20.1""E","09°12'13.8""N",2.355583,9.203834,61.68,17.94,43.74,,,61.68,24.05,,35.91,,11/29/2004,0.72,30.82,11/29/2004,0.72,0.72,,,,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KPASSA ,OKPARA KPASSA,Parc 6,NIK-D-0003-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-17,22-Apr-17,V,04-8-04-06-01,5602,2020,Kpassa,PNUD,PNUD,ESPERANCE 2001,2016,PMH,,,"03°44'37.2""E","09°13'46.3""N",3.743667,9.229527,39.95,,,,18-Dec-16,39.95,,,,,,1.001,,,,,VERGNET 4C,32,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,PNUD,,0,1.326
BORGOU,TCHAOUROU,,,,KIKA,MONRAWONKOUROU ,Camp Zato,CAMP ZATO (GNANROUGUI GANDO),PAR-C-0258-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,03-Sep-13,,V,04-8-04-05-01,3423,2020,,Allemagne,PADEAR GIZ,FORAG SA,2013,PMH,,,"02°01'19.4""E","09°20'12.5""N",2.022056,9.336805,67.55,,,,,67.55,,,,,,0.923,12.24,,,,VERGNET 4D,40,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Allemagne,PADEAR GIZ,,0,0
BORGOU,TCHAOUROU,,,,KIKA,MONRAWONKOUROU ,Monrawonkrou,,NIK-D-0001-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-17,22-Apr-17,V,04-8-04-05-02,4400,2020,,PNUD,PNUD,ESPERANCE 2001,2016,PMH,,,"03°43'27.1""E","09°14'27.7""N",3.724195,9.241028,78.57,,,,29-Oct-16,78.57,,,,,,0.7,,,,,VERGNET 4D,50,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,PNUD,,0,1
BORGOU,TCHAOUROU,,,,KIKA,MONRAWONKOUROU ,Monrawonkrou,,NIK-C-0064-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Dec-17,20-Feb-18,V,04-8-04-05-02,4400,2020,,,,,2017,PMH,,,"03°03'50.9""E","09°14'27.9""N",3.064139,9.241083,83.1,,,Complexe migmatitique Nikki-Pèrèrè,,,,,,,,1.4,7.36,,,,VERGNET 4D,45,6/27/2017,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,PSDDC,0,
BORGOU,TCHAOUROU,,,,KIKA,MONRAWONKOUROU ,Monrawonkrou,YANROU DEROU,NIK-C-0063-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Dec-17,20-Feb-18,V,04-8-04-05-02,4400,2020,,,,,2017,PMH,,,"03°06'05.5""E","09°16'15.2""N",3.101528,9.270889,74.4,,,Complexe migmatitique Nikki-Pèrèrè,,,,,,,,1.8,1.69,,,,VERGNET,,6/27/2017,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,PSDDC,0,
BORGOU,TCHAOUROU,,,,KIKA,MONRAWONKOUROU ,Camp Zato,,NIK-C-0054-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-17,22-Apr-17,V,04-8-04-05-01,3423,2020,,PNUD,PNUD,ESPERANCE 2001,2016,PMH,,,"03°15'21.6""E","09°17'58.0""N",3.256,9.299444,51.56,,,,28-Oct-16,51.56,,,,,,1.06,,,,,VERGNET 4D,41,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,PNUD,,0,1
