Departement,Commune,Nom_AEV,No_AEV,Type_AEV_,Arrondissement,Village,Localite,Nom_Local,Indice_IRH,Hors_Parc,Ouvrage_Positif,Usage_Ouvrage,Type_Ouvrage,Type_SE,etat_ouvrage,Perennite,Propriete_Ouvrage,DateCreat,DateModif,Categorie,No_Localite,Pop_Ajustee,Annee_Actuelle,Autre_Nom,Id_Financement,Id_Programme,A_Ouvrage_Id.Entreprise,Annee_Fin,Type_Exhaure,Id_Unite_Hydro,Nom Unité hydro,Longitude,Latitude,xCoord,yCoord,Prof_Totale,Prof_Toit,Prof_Mur,Lithologie,Date_Foration,Prof_Equipee,Prof_Sup_Crep,Longueur_Crep,Prof_Inf_Crep,Geomorphologie,Date_Dvpt,Debit_Dvpt,Niv_Statique,Date_Niveau,Debit_Exploitable,Debit_Equipe,rqtListe_Pompe.Modele_Pompe,rqtListe_Pompe.Cote_Install,Date_Essai,Conductivite,Potabilite,A_Pmotor.Info_Programme,A_Pmotor.Modele_Pompe,Puissance_Pompe,Energie,A_Pmotor.Entreprise,Info_Entreprise,A_Pmotor.Cote_Install,AM_Install,Modele_Groupe,Puissance_Groupe,Puissance_Crete,Puissance_Eolienne,Vanne,Ventouse,Clapet,Anti_Belier,Compteur,Manometre,Tamis,SONEB,Etat_AEV,Expr1004,Expr1005,A_Ouvrage_Id.Info_Programme,Hauteur_Margelle,Debit_Fin_Foration
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,Patanti,SAV-A-0016-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-17,22-Apr-17,V,04-8-01-03-01,3489,2020,,PNUD,PNUD,ESPERANCE 2001,2016,PMH,,,"02°21'08.4""E","08°49'37.6""N",2.352333,8.827111,45.66,,,,01-Dec-16,45.66,,,,,,2.28,,,,,VERGNET 4C,36,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,PNUD,,0,1.33
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI,INC-C-0130-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,V,04-8-02-01-01,4242,2020,,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°18'55.7""E","09°09'22.4""N",2.315472,9.156222,60,22,60,Granite fracturé,14-Dec-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Koko,KOKO GBEROUKPANIN,PAR-C-0254-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,03-May-13,,V,04-8-01-04-01,2354,2020,,SUISSE,BEST SD ASEHA,FORAG SA,2013,PMH,,,"02°19'46.4""E","09°06'11.0""N",2.329556,9.103056,48.73,,,,,48.73,,,,,,2.2,7.1,,,1,VERGNET 4C,25,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,SUISSE,BEST SD ASEHA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Ayégourou,Ayégourou,PAR-C-0189-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,05-Jun-10,V,04-8-01-04-02,1084,2020,,CEAO,CEAO II,SOCAFOR.SA,,PMH,,,"02°24'04.8""E","09°01'21.1""N",2.401333,9.022528,43.15,,,,,43.15,,,,,,6,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,CEAO,CEAO II,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Koko,Koko,PAR-C-0177-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,14-Jan-10,V,04-8-01-04-01,2354,2020,,DANEMARK,DANIDA,FORAG SA,,PMH,,,"02°21'45.3""E","09°04'03.4""N",2.362583,9.067611,55.11,27.95,27.16,,,55.11,34.47,,40.41,,3/27/2004,0.7,37.5,3/27/2004,0.7,0.7,VERGNET,43,,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Ayégourou,AYEGOUROU,PAR-C-0091-04,FAUX,VRAI,Consommation courante,F,,NE,Pérenne,Communautaire,,,V,04-8-01-04-02,1084,2020,,BUDGET NATIONAL DU BENIN,PIP,,,PMH,,,"02°21'58.6""E","09°03'50.6""N",2.366278,9.064055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,BUDGET NATIONAL DU BENIN,PIP,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Koko,AYEGOUROU,PAR-C-0090-04,FAUX,VRAI,Consommation courante,PM,,A,Non pérenne,Communautaire,,05-Jun-10,V,04-8-01-04-01,2354,2020,,,,,,Treuil,,,"02°21'56.0""E","09°03'55.3""N",2.365556,9.065361,,0,,,,22,,,,,,,15.3,,0,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Koko,KOKO,PAR-C-0089-04,FAUX,VRAI,Autre,PM,,B,Intermittent,Communautaire,,05-Jun-10,V,04-8-01-04-01,2354,2020,,UNION EUROPEENNE,FED,,,Treuil,,,"02°21'47.3""E","09°03'59.9""N",2.363139,9.066639,,9,,Gneiss,,15,,,,,,,6,,18,,,,,3: Entre 400 et 1500 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,FED,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Koko,KOKO,PAR-C-0080-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-01-04-01,2354,2020,,,,,2004,PMH,,,"02°21'37.8""E","09°05'05.4""N",2.3605,9.084833,,,,,,,,,,,,,,,,,INDIA,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KOKO ,Koko,KOKO,PAR-C-0079-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-01-04-01,2354,2020,,PNUD,UNICEF,REGI/DGH,,PMH,Soc pan,Socle panafricain ,"02°21'35.0""E","09°04'02.3""N",2.359722,9.067306,47,21,47,Granite fracturé,10-Oct-83,43,,,,,,,10,,,,INDIA,,,,Mauvaise,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,,SAV-A-0046-04,FAUX,VRAI,,F,PMH,,,,08-Apr-18,,V,04-8-01-03-01,3489,2020,,,,,,,,,"02°19'02.3""E","08°53'12.4""N",2.317306,8.886778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,KODA CENTRE 2,SAV-A-0043-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,04-Jan-18,20-Feb-18,V,04-8-01-03-01,3489,2020,,,,,2017,PMH,,,"02°17'12.7""E","08°51'07.6""N",2.286861,8.852111,68.67,,,Migmatite+Gneiss+granitoide,,,,,,,,0.7,9.19,,,,VERGNET 4D,58,12/6/2017,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,PSDDC,0,
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,KODA,SAV-A-0033-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,18-Mar-10,14-Jan-10,V,04-8-01-03-01,3489,2020,,UEMOA,UEMOA,FORATEC,2009,PMH,,,"02°17'18.5""E","08°51'12.2""N",2.288472,8.853389,37.65,,,,26-May-09,37.65,29.57,5.9,35.47,,,1.05,6.95,,0.7,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,TEROU,PAR-C-0074-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,11-Jan-18,11-Jan-18,IV,04-8-02-02-03,4722,2020,,,,,2017,,,,"02°16'20.8""E","09°12'02.1""N",2.272444,9.200583,,,,,,,,,,,,,,,,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,odémédji,SAV-A-0018-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,22-Apr-17,22-Apr-17,V,04-8-01-03-01,3489,2020,,PNUD,PNUD,ESPERANCE 2001,2016,PMH,,,"02°21'18.7""E","08°54'57.1""N",2.355194,8.915861,36.66,,,,30-Nov-16,36.66,,,,,,3.71,,,,,INDIA,25,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,PNUD,,0,4.2
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI,PAR-C-0007-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-02-01-01,4242,2020,,DANEMARK,DANIDA,FORAG SA,2003,PMH,Soc pan,Socle panafricain ,"02°19'01.0""E","09°09'25.0""N",2.316944,9.156944,55.25,32,55.25,Granite altéré fracturé,02-May-02,55.25,,,,,5/2/2002,1.1,1.1,,1,0.7,AFRIDEV,,5/14/2002,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,KODA BLOC A,SAV-A-0005-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,V,04-8-01-03-01,3489,2020,,Conseil de l'Entente,CE II,INTRAFOR-COFOR,,PMH,,,"02°17'13.2""E","08°51'00.0""N",2.287,8.85,72.15,41,72.15,Migmatite facturé,30-Jun-88,70.35,,,,,6/30/1988,2.75,10.4,,1.5,1,ABI,,7/1/1988,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE II,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,KODA BLOC A,SAV-A-0004-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,14-Jan-10,V,04-8-01-03-01,3489,2020,,,,,,Treuil,,,"02°17'11.0""E","08°51'12.0""N",2.286389,8.853333,,0,,,,20.3,,,,,,,8.5,,0,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,GAH KODA,SAV-A-0002-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,05-Sep-16,05-Sep-16,V,04-8-01-03-01,3489,2020,,,,,2016,PMH,,,"02°20'13.3""E","08°54'39.7""N",2.337028,8.911028,49.6,,,,,,,,,,,0.878,15.63,,0.7,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADEC NON AFFECTE,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,Gah Aka Yadi,SAV-A-0048-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,10-Oct-18,15-Oct-18,IV,04-8-01-02-01,3773,2020,,,,SHS. Sarl,2018,PMH,,,"02°23'17.1""E","08°57'32.6""N",2.388083,8.959056,48.77,,,"Granitoide, migmatite et gneiss",09-May-18,48.77,31.19,,45.95,,,1.011,14.96,,0.7,,VERGNET 4D,39,5/9/2018,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADeC NON AFFECTE 2017,0,
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Akeke II,C. P. AKEKE II,SAV-A-0040-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,02-May-13,,IV,04-8-01-02-04,1527,2020,,POT COMMUN,FADEC,FORAG SA,2013,PMH,,,"02°25'55.1""E","08°58'14.0""N",2.431972,8.970555,55.37,,,,,55.37,,,,,,0.94,14.16,,,0.7,,32,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,POT COMMUN,FADEC,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Gah Mounonrou,CAMP PEULH MERE,SAV-A-0038-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,14-Jul-12,,IV,04-8-01-02-13,1237,2020,,PAYS-BAS,PPEA,FORAG SA,2012,PMH,,,"02°19'12.7""E","08°48'51.8""N",2.320194,8.814389,43.06,,,,,43.06,,,,,,,,,,,VERGNET 4D,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,GAH ALADJI GOUA,SAV-A-0032-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,20-Jan-09,29-Oct-10,IV,04-8-01-02-01,3773,2020,,UEMOA,UEMOA,CGC-BENIN,2008,PMH,,,"02°22'53.0""E","08°58'33.0""N",2.381389,8.975833,39527,,,Gneiss,20-Mar-08,,,,,,,,,,0.7,,,,4/18/2008,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,BOURAI GAH,SAV-A-0031-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,20-Jan-09,29-Oct-10,IV,04-8-01-02-01,3773,2020,,UEMOA,UEMOA,CGC-BENIN,2008,PMH,,,"02°22'23.0""E","08°58'21.0""N",2.373055,8.9725,39525,,,,18-Mar-08,,,,,,,,,,0.89,,,,3/18/2008,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UEMOA,UEMOA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,EL HADJ GOUA,SAV-A-0030-04,FAUX,FAUX,Consommation courante,F,,NE,sec,Communautaire,,,IV,04-8-01-02-01,3773,2020,,DANEMARK,DANIDA,FORAG SA,,,Gneiss,Gneiss,"02°22'59.2""E","08°58'40.3""N",2.383111,8.977861,67.41,36,31.41,Gneiss à biotite sain,14-Apr-05,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,Gado-Gah,SAV-A-0029-04,FAUX,FAUX,,F,,NE,sec,,,,IV,04-8-01-02-01,3773,2020,,DANEMARK,DANIDA,FORAG SA,,,,,"02°24'45.0""E","08°58'47.0""N",2.4125,8.979722,55.43,20.83,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Alafiarou,Aladji Goua,SAV-A-0028-04,FAUX,FAUX,,F,,NE,sec,,,,IV,04-8-01-02-01,3773,2020,,DANEMARK,DANIDA,FORAG SA,,,,,"02°22'53.5""E","08°58'34.7""N",2.381528,8.976306,86,15.67,70.33,,14-Nov-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,DANEMARK,DANIDA,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Akeke I,AKEKE I,SAV-A-0001-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-01-02-03,1818,2020,,Conseil de l'Entente,CE III,FORAG SA,2007,PMH,Soc pan,Socle panafricain ,"02°25'28.3""E","08°59'40.0""N",2.424528,8.994445,40,10,40,quartzite sain fracturé,08-Feb-95,40,,,,,2/8/1995,10,3.08,,6.7,1.4,VERGNET,,2/10/1995,1: < 400 µSxcm,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,ALAFIAROU ,Akeke I,AKEKE I,SAV-A-0001-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-01-02-03,1818,2020,,Conseil de l'Entente,CE III,FORAG SA,2007,PMH,Soc pan,Socle panafricain ,"02°25'28.3""E","08°59'40.0""N",2.424528,8.994445,40,10,40,quartzite sain fracturé,08-Feb-95,40,,,,,2/8/1995,10,3.08,,6.7,1.4,VERGNET,,2/9/1995,1: < 400 µSxcm,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,ALAFIAROU,KODA ,Koda,KODA,SAV-A-0026-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,V,04-8-01-03-01,3489,2020,,PNUD,UNICEF,REGI/DGH,,PMH,,,"02°17'10.1""E","08°51'03.4""N",2.286139,8.850945,42,30,42,Arène très sableux,17-Dec-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PNUD,UNICEF,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI - KOKA,PAR-C-0032-04,FAUX,VRAI,Consommation courante,F,,NE,Pérenne,Communautaire,,,IV,04-8-02-02-01,5341,2020,Touri Kpara,,,,,PMH,,,"02°18'59.7""E","09°11'07.5""N",2.316583,9.185416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,KIKA,KABO ,Kabo,,NIK-C-0048-04,FAUX,VRAI,Consommation courante,F,PMH,NE,Pérenne,Communautaire,25-Mar-16,04-May-16,IV,04-8-04-01-01,11231,2020,,,,FORAG SA,2016,PMH,,,"03°01'20.5""E","09°10'20.5""N",3.022361,9.172361,49,,,,,49,,,,,,,5.07,,2.3,2.3,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,2
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU CENTRE,PAR-C-0057-04,FAUX,VRAI,Consommation courante,PM,,B,Non pérenne,Communautaire,,02-Jul-10,IV,04-8-02-02-03,4722,2020,,UNION EUROPEENNE,FED,,,Treuil,,,"02°16'22.2""E","09°12'02.3""N",2.272833,9.200639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,FED,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU CENTRE,PAR-C-0054-04,FAUX,VRAI,Consommation courante,PM,,B,Pérenne,Communautaire,,02-Jul-10,IV,04-8-02-02-03,4722,2020,,,,,,Treuil,,,"02°16'26.8""E","09°12'03.8""N",2.274111,9.201056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU CENTRE,PAR-C-0048-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-02-03,4722,2020,,Conseil de l'Entente,CE III,FORAG SA,,PMH,,,"02°16'41.0""E","09°12'00.0""N",2.278056,9.2,43.03,8.03,43.09,Granite,30-Oct-95,43.03,,,,,10/30/1995,12.8,,,4,1.4,VERGNET,,11/4/1995,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,Conseil de l'Entente,CE III,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU CENTRE,PAR-C-0047-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,,IV,04-8-02-02-03,4722,2020,,AUTRE,AUTRE,,,Treuil,,,"02°16'41.2""E","09°12'05.8""N",2.278111,9.201612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU CENTRE,PAR-C-0046-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Ecole,,,IV,04-8-02-02-03,4722,2020,,,,,,Treuil,,,"02°16'53.6""E","09°11'53.2""N",2.281556,9.198112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,BETEROU BLOC A,PAR-C-0044-04,FAUX,VRAI,Consommation courante,F,,B,Pérenne,Communautaire,,,IV,04-8-02-02-03,4722,2020,,,,,,,,,"02°18'26.0""E","09°12'26.9""N",2.307222,9.207472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Angaradébou,ANGARADEBOU,PAR-C-0043-04,FAUX,VRAI,Consommation courante,FCP,,B,Intermittent,Communautaire,,,IV,04-8-02-02-02,2255,2020,,CEAO,CEAO II,,,Treuil,,,"02°18'34.6""E","09°12'32.2""N",2.309611,9.208944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,CEAO,CEAO II,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Angaradébou,,PAR-C-0042-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,05-Sep-16,05-Sep-16,IV,04-8-02-02-02,2255,2020,,,,,2016,PMH,,,"02°18'38.5""E","09°12'23.0""N",2.310694,9.206388,45,,,,,,,,,,,0.75,4.79,,0.7,,,,,,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,FADEC NON AFFECTE 2015,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI - KOKA,PAR-C-0040-04,FAUX,VRAI,Consommation courante,PM,,P2,Non pérenne,Communautaire,,05-Jan-10,IV,04-8-02-02-01,5341,2020,Touri Kpara,AUTRE,AUTRE,,,Treuil,,,"02°19'12.6""E","09°12'49.3""N",2.320167,9.213695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI - KOKA,PAR-C-0039-04,FAUX,VRAI,Consommation courante,F,PMH,B,Pérenne,Communautaire,,04-Jul-14,IV,04-8-02-02-01,5341,2020,Touri Kpara,,,,,PMH,,,"02°19'21.7""E","09°12'41.0""N",2.322695,9.211389,,,,,,,,,,,,,,,,,INDIA,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,,,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI - KOKA,PAR-C-0038-04,FAUX,VRAI,Consommation courante,PM,,B,Intermittent,Communautaire,,,IV,04-8-02-02-01,5341,2020,Touri Kpara,AUTRE,AUTRE,,,Treuil,,,"02°19'20.7""E","09°12'48.7""N",2.322417,9.213528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Kaki Koka,KAKI - KOKA,PAR-C-0036-04,FAUX,VRAI,AEP,PM,AEV,B,Pérenne,Autre,,11-Sep-14,IV,04-8-02-02-01,5341,2020,Touri Kpara,AUTRE,AUTRE,,,Pompe à moteur,,,"02°20'00.3""E","09°12'58.7""N",2.333417,9.216306,,,,,,,,,,,,,,,,,,,,,,,,,Solaire,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,AUTRE,AUTRE,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BANIGRI ,Banigri,BANIGRI,PAR-C-0005-04,FAUX,VRAI,Consommation courante,PM,,B,Non pérenne,Communautaire,,19-Jan-10,V,04-8-02-01-01,4242,2020,,UNION EUROPEENNE,FED,,,Treuil,,,"02°15'20.1""E","09°12'12.7""N",2.255583,9.203527,,6,,Micaschiste,,16,,,,,,,6,,22,,,,,1: < 400 µSxcm,Bonne,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,UNION EUROPEENNE,FED,,0,0
BORGOU,TCHAOUROU,,,,BETEROU,BETEROU ,Bétérou,ALAFIAROU BLOC A,INC-C-0155-04,FAUX,VRAI,Consommation courante,F,,B,Non pérenne,Ecole,,,IV,04-8-02-02-03,4722,2020,,PAYS-BAS,PPEA,,,Autre,,,"02°24'17.2""E","09°12'07.0""N",2.404778,9.201944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,FAUX,,PAYS-BAS,PPEA,,0,0
